codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
14.09.01.130;14;Temporizador de iluminación exterior.;ud;MO-OF1-ELE · electricidad · 0.6000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.6000;0.3000;0.9000;0.2000;5;1;MQ-TALADRO;7.02;9.13;142;;6
14.09.01.140;14;Baliza empotrada de piso exterior.;ud;MO-OF1-ELE · electricidad · 0.6000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.6000;0.3000;0.9000;0.2000;5;1;MQ-TALADRO;7.02;9.13;125;;6
14.10.01.010;14;Piscina de concreto armado.;m²;MO-OF1-ALB · albañilería · 1.4000 h/m² | MO-AYU · apoyo general de obra · 1.1000 h/m²;1.4000;1.1000;2.5000;0.1000;8;2;MQ-VIBRADOR,MT-DESMOLD;54.69;71.10;160;;
14.10.01.020;14;Impermeabilización de piscina.;m²;MO-OF1-ALB · albañilería · 0.4000 h/m² | MO-AYU · apoyo general de obra · 0.3200 h/m²;0.4000;0.3200;0.7200;0.0800;6;3;MQ-RODILLO,MT-IMP-PRIM,MT-MALLA-JUNTA;20.46;26.60;128;;
14.10.01.030;14;Borde o coronación de piscina.;m;MO-OF1-ALB · albañilería · 0.6000 h/m | MO-AYU · apoyo general de obra · 0.4800 h/m;0.6000;0.4800;1.0800;0.0200;6;1;MQ-VIBRADOR;15.00;19.50;106;;
14.10.01.040;14;Escalera de piscina de concreto.;m;MO-OF1-ALB · albañilería · 0.9000 h/m | MO-AYU · apoyo general de obra · 0.7200 h/m;0.9000;0.7200;1.6200;0.0400;6;1;MQ-VIBRADOR;23.44;30.47;113;;
14.10.01.050;14;Escalera metálica de piscina.;ud;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.9000 h/ud | MO-AYU · apoyo general de obra · 0.4500 h/ud;0.9000;0.4500;1.3500;0.2500;5;1;MQ-TALADRO;58.28;75.76;122;;
14.10.01.060;14;Equipo de filtrado de piscina.;ud;MO-OF1-PLO · plomería · 1.0000 h/ud | MO-AYU · apoyo general de obra · 0.5000 h/ud;1.0000;0.5000;1.5000;0.2000;5;1;MQ-TALADRO;24.80;32.23;122;;
14.10.01.070;14;Rebosadero de piscina.;m;MO-OF1-ALB · albañilería · 0.7000 h/m | MO-AYU · apoyo general de obra · 0.5600 h/m;0.7000;0.5600;1.2600;0.0300;6;2;MQ-VIBRADOR,MT-CANAL-DREN;34.35;44.66;115;;
14.10.01.080;14;Boquillas de retorno y aspiración de piscina.;ud;MO-OF1-PLO · plomería · 0.6000 h/ud | MO-AYU · apoyo general de obra · 0.4800 h/ud;0.6000;0.4800;1.0800;0.1500;5;2;MQ-TALADRO,MT-PLO-SOP;8.94;11.63;106;;
14.10.01.090;14;Ducha exterior de piscina.;ud;MO-OF1-PLO · plomería · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;6;2;MQ-TALADRO,MT-PLO-SOP;14.11;18.35;114;;
14.10.01.100;14;Iluminación subacuática de piscina.;ud;MO-OF1-ELE · electricidad · 0.9000 h/ud | MO-AYU · apoyo general de obra · 0.4500 h/ud;0.9000;0.4500;1.3500;0.2500;5;1;MQ-TALADRO;9.90;12.87;133;;
14.10.01.110;14;Limpieza y puesta en marcha de piscina.;ud;MO-OF1-ALB · albañilería · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.5000 h/ud;0.8000;0.5000;1.3000;0.0000;4;2;MT-AGUA-OBRA,MT-QUIMICO-LIMP-AC;16.41;21.34;132;;
14.10.01.120;14;Reparación de vaso de piscina.;m²;MO-OF1-ALB · albañilería · 0.5000 h/m² | MO-AYU · apoyo general de obra · 0.4000 h/m²;0.5000;0.4000;0.9000;0.0500;5;2;MQ-RODILLO,MT-RESINA-INYEC;14.99;19.49;106;;
14.10.01.130;14;Cerramiento perimetral de piscina.;m;MO-OF1-ALB · albañilería · 0.5000 h/m | MO-AYU · apoyo general de obra · 0.4000 h/m;0.5000;0.4000;0.9000;0.0800;6;2;MQ-TALADRO,MT-MALLA-OBRA;11.80;15.34;101;;
14.10.01.140;14;Pérgola o sombra de área de piscina.;m²;MO-OF1-CARPM · carpintería de madera · 1.0000 h/m² | MO-AYU · apoyo general de obra · 0.8000 h/m²;1.0000;0.8000;1.8000;0.1500;6;3;MQ-TALADRO,MT-MADERA-PERGOLA,MT-PRESERV-MAD;30.55;39.71;122;;
14.11.01.010;14;Pérgola de madera para exterior.;m²;MO-OF1-CARPM · carpintería de madera · 1.4000 h/m² | MO-AYU · apoyo general de obra · 0.9000 h/m²;1.4000;0.9000;2.3000;0.5600;10;5;MQ-SIERRA,MQ-TALADRO,MT-HERRAJE-MAD,MT-MADERA-PERGOLA,MT-PRESERV-MAD;70.82;92.06;672;CT-18-06-010;
14.11.01.020;14;Jardinera de obra en exterior.;m;MO-OF1-ALB · albañilería · 1.7000 h/m | MO-AYU · apoyo general de obra · 1.5000 h/m;1.7000;1.5000;3.2000;0.1000;12;5;MQ-MEZCL,MT-AGUA-OBRA,MT-BANDA-REF,MT-GEOTEXTIL,MT-TUBO-DREN;43.13;56.07;618;CT-18-06-020;
14.11.01.030;14;Pérgola de madera tratada.;m²;MO-OF1-CARPM · carpintería de madera · 1.0000 h/m² | MO-AYU · apoyo general de obra · 0.8000 h/m²;1.0000;0.8000;1.8000;0.1500;6;3;MQ-TALADRO,MT-MADERA-PERGOLA,MT-PRESERV-MAD;32.67;42.47;122;;
14.11.01.040;14;Jardinera de bloque revestido.;m;MO-OF1-ALB · albañilería · 0.7000 h/m | MO-AYU · apoyo general de obra · 0.5600 h/m;0.7000;0.5600;1.2600;0.0400;8;3;MQ-MEZCL,MT-AGUA-OBRA,MT-TUBO-DREN;14.05;18.27;115;;
14.11.01.050;14;Pérgola metálica para exterior.;m²;MO-OF1-SOLD · soldadura · 1.0000 h/m² | MO-AYU · apoyo general de obra · 0.8000 h/m²;1.0000;0.8000;1.8000;0.1200;6;1;MQ-SOLDADORA;21.79;28.32;114;;
14.11.01.060;14;Jardinera prefabricada exterior.;ud;MO-OF1-ALB · albañilería · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.5000;0.4000;0.9000;0.1000;7;3;MQ-TALADRO,MT-AGUA-OBRA,MT-TUBO-DREN;7.17;9.32;127;;
14.11.01.070;14;Banco de obra exterior.;m;MO-OF1-ALB · albañilería · 0.6000 h/m | MO-AYU · apoyo general de obra · 0.4800 h/m;0.6000;0.4800;1.0800;0.0200;6;1;MQ-VIBRADOR;12.96;16.84;103;;
14.11.01.080;14;Mesa de obra exterior.;m²;MO-OF1-ALB · albañilería · 0.7000 h/m² | MO-AYU · apoyo general de obra · 0.5600 h/m²;0.7000;0.5600;1.2600;0.0300;6;1;MQ-VIBRADOR;15.93;20.71;102;;
14.11.01.090;14;Parrillera de obra exterior.;ud;MO-OF1-ALB · albañilería · 0.9000 h/ud | MO-AYU · apoyo general de obra · 0.7200 h/ud;0.9000;0.7200;1.6200;0.0500;8;2;MQ-MEZCL,MT-AGUA-OBRA;17.68;22.99;95;;
14.11.01.100;14;Toldo o sombra exterior fija.;m²;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.7000 h/m² | MO-AYU · apoyo general de obra · 0.5600 h/m²;0.7000;0.5600;1.2600;0.1500;6;2;MQ-TALADRO,MT-TOLDO;62.30;80.99;136;;
14.11.01.110;14;Cerramiento de terraza con celosía.;m²;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.6000 h/m² | MO-AYU · apoyo general de obra · 0.4800 h/m²;0.6000;0.4800;1.0800;0.1500;6;4;MQ-TALADRO,MT-CELOSIA,MT-PERFIL-REMATE,MT-TORN;34.32;44.62;102;;
14.11.01.120;14;Mueble de exterior a medida.;m;MO-OF1-CARPM · carpintería de madera · 1.6000 h/m | MO-AYU · apoyo general de obra · 0.8000 h/m;1.6000;0.8000;2.4000;0.5000;7;5;MQ-SIERRA,MQ-TALADRO,MT-MADERA-PERGOLA,MT-PRESERV-MAD,MT-TORN;27.50;35.75;108;;
14.11.01.130;14;Reparación de pérgola o estructura exterior.;m²;MO-OF1-CARPM · carpintería de madera · 0.8000 h/m² | MO-AYU · apoyo general de obra · 0.6400 h/m²;0.8000;0.6400;1.4400;0.1000;6;4;MQ-TALADRO,MT-MADERA-PERGOLA,MT-PRESERV-MAD,MT-TORN;11.60;15.09;107;;
14.11.01.140;14;Jardinera de concreto prefabricado.;m;MO-OF1-ALB · albañilería · 0.4000 h/m | MO-AYU · apoyo general de obra · 0.3200 h/m;0.4000;0.3200;0.7200;0.0800;8;4;MQ-TALADRO,MT-AGUA-OBRA,MT-DINTEL-PREF,MT-TUBO-DREN;12.87;16.73;98;;
14.11.01.150;14;Pérgola bioclimática exterior.;m²;MO-OF1-SOLD · soldadura · 1.1000 h/m² | MO-AYU · apoyo general de obra · 0.8800 h/m²;1.1000;0.8800;1.9800;0.1200;6;1;MQ-SOLDADORA;22.63;29.41;131;;
15.01.01.010;15;Zona de acopio y clasificación de residuos.;m²;MO-AYU · apoyo general de obra · 0.3000 h/m²;0.0000;0.3000;0.3000;0.0000;5;2;MT-MALLA-OBRA,MT-SAC-ESC;6.75;8.77;548;CT-19-02-020;
15.01.01.020;15;Clasificación y recuperación de material aprovechable.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m³ | MO-AYU · apoyo general de obra · 0.7000 h/m³;0.0000;1.1000;1.1000;0.0000;4;1;MT-SAC-ESC;5.51;7.16;610;CT-19-02-030;
15.01.01.030;15;Sacos de rafia para clasificación de residuos.;ud;MO-AYU · apoyo general de obra · 0.0300 h/ud;0.0000;0.0300;0.0300;0.0000;2;1;MT-SAC-ESC;0.76;0.99;154;;
15.01.01.040;15;Zona de acopio de chatarra metálica.;m²;MO-AYU · apoyo general de obra · 0.1500 h/m²;0.0000;0.1500;0.1500;0.0000;4;1;MT-MALLA-OBRA;2.45;3.18;122;;3
15.01.01.050;15;Zona de acopio de cartón y embalajes.;m²;MO-AYU · apoyo general de obra · 0.1500 h/m²;0.0000;0.1500;0.1500;0.0000;4;1;MT-MALLA-OBRA;2.45;3.18;111;;3
15.01.01.060;15;Zona de acopio de madera y pallets.;m²;MO-AYU · apoyo general de obra · 0.1500 h/m²;0.0000;0.1500;0.1500;0.0000;4;1;MT-MALLA-OBRA;2.45;3.18;110;;3
15.01.01.070;15;Separación selectiva de residuos en origen.;m³;MO-AYU · apoyo general de obra · 0.3500 h/m³;0.0000;0.3500;0.3500;0.0000;2;1;MT-SAC-ESC;1.57;2.04;138;;
15.01.01.080;15;Identificación y etiquetado de contenedores de residuos.;ud;MO-AYU · apoyo general de obra · 0.1000 h/ud;0.0000;0.1000;0.1000;0.0000;2;0;;2.02;2.63;122;;
15.02.01.010;15;Bajada de escombro desde plantas altas.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.7000 h/m³ | MO-AYU · apoyo general de obra · 1.4000 h/m³;0.0000;2.1000;2.1000;0.3200;5;2;MQ-MONTAC,MT-SAC-ESC;14.23;18.49;590;CT-19-01-020;
15.02.01.020;15;Bajada de escombro por escombrera o ducto.;m³;MO-AYU · apoyo general de obra · 0.5000 h/m³;0.0000;0.5000;0.5000;0.0000;3;2;MT-AGUA-OBRA,MT-SAC-ESC;2.05;2.66;130;;
15.02.01.030;15;Bajada de escombro por medios manuales.;m³;MO-AYU · apoyo general de obra · 0.8000 h/m³;0.0000;0.8000;0.8000;0.0000;2;1;MT-SAC-ESC;3.22;4.19;109;;
15.02.01.040;15;Bajada de escombro por montacargas.;m³;MO-AYU · apoyo general de obra · 0.6000 h/m³;0.0000;0.6000;0.6000;0.1000;3;2;MQ-MONTAC,MT-SAC-ESC;3.34;4.35;97;;
15.02.01.050;15;Carga manual de escombro sobre contenedor.;m³;MO-AYU · apoyo general de obra · 0.4000 h/m³;0.0000;0.4000;0.4000;0.0000;2;1;MT-SAC-ESC;1.61;2.09;96;;
15.02.01.060;15;Carga mecánica de escombro sobre vehículo.;m³;MO-AYU · apoyo general de obra · 0.1500 h/m³;0.0000;0.1500;0.1500;0.0500;2;1;MQ-RETRO;2.30;2.99;103;;
15.02.01.070;15;Movimiento interno de escombro a zona de acopio.;m³;MO-AYU · apoyo general de obra · 0.4500 h/m³;0.0000;0.4500;0.4500;0.0000;2;1;MT-SAC-ESC;1.79;2.32;118;;
15.03.01.010;15;Contenedor de escombro, por mes de permanencia.;ud;MO-AYU · apoyo general de obra · 0.6000 h/ud;0.0000;0.6000;0.6000;0.0000;4;1;MT-CONTENEDOR;80.04;104.06;436;CT-19-02-010;
15.03.01.020;15;Contenedor de escombro de 3 m³, por mes.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;1;MT-CONTENEDOR;66.36;86.26;95;;4
15.03.01.030;15;Contenedor de chatarra metálica.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;1;MT-CONTENEDOR;66.36;86.26;105;;4
15.03.01.040;15;Contenedor de residuos de madera.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;1;MT-CONTENEDOR;66.36;86.26;99;;4
15.03.01.050;15;Saco big-bag de escombro.;ud;MO-AYU · apoyo general de obra · 0.1500 h/ud;0.0000;0.1500;0.1500;0.0000;2;1;MT-SAC-ESC;3.16;4.10;110;;
15.03.01.060;15;Contenedor de residuos mezclados.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;1;MT-CONTENEDOR;66.36;86.26;103;;4
15.03.01.070;15;Acopio de escombro en sacos apilados.;m³;MO-AYU · apoyo general de obra · 0.2500 h/m³;0.0000;0.2500;0.2500;0.0000;3;2;MT-MALLA-OBRA,MT-SAC-ESC;1.81;2.36;93;;
15.04.01.010;15;Retirada y transporte de escombro a vertedero autorizado.;m³;MO-AYU · apoyo general de obra · 0.8500 h/m³;0.0000;0.8500;0.8500;0.3200;3;2;MQ-VOLQ,MT-CANON;12.36;16.06;487;CT-19-01-010;
15.04.01.020;15;Transporte de escombro a vertedero autorizado.;m³;MO-AYU · apoyo general de obra · 0.1000 h/m³;0.0000;0.1000;0.1000;0.0600;3;2;MQ-VOLQ,MT-CANON;4.98;6.47;100;;
15.04.01.030;15;Canon de vertido de escombro mezclado.;m³;MO-AYU · apoyo general de obra · 0.0500 h/m³;0.0000;0.0500;0.0500;0.0000;2;1;MT-CANON;3.71;4.83;77;;
15.04.01.040;15;Retirada de chatarra metálica a gestor.;kg;MO-AYU · apoyo general de obra · 0.0500 h/kg;0.0000;0.0500;0.0500;0.0100;2;1;MQ-VOLQ;0.36;0.47;84;;
15.04.01.050;15;Retirada de cartón y embalajes a reciclaje.;m³;MO-AYU · apoyo general de obra · 0.1000 h/m³;0.0000;0.1000;0.1000;0.0500;2;1;MQ-VOLQ;1.26;1.64;87;;2
15.04.01.060;15;Retirada de madera y pallets a reciclaje.;m³;MO-AYU · apoyo general de obra · 0.1000 h/m³;0.0000;0.1000;0.1000;0.0500;2;1;MQ-VOLQ;1.26;1.64;101;;2
15.04.01.070;15;Disposición de tierra de excavación.;m³;MO-AYU · apoyo general de obra · 0.1000 h/m³;0.0000;0.1000;0.1000;0.0500;3;2;MQ-VOLQ,MT-CANON-TIERRA;4.09;5.32;92;;
15.05.01.010;15;Retiro de residuos de pinturas y disolventes.;ud;MO-AYU · apoyo general de obra · 0.4000 h/ud;0.0000;0.4000;0.4000;0.0000;2;1;MT-SAC-ESC;2.73;3.55;120;;2
15.05.01.020;15;Retiro de residuos peligrosos menores.;ud;MO-AYU · apoyo general de obra · 0.4000 h/ud;0.0000;0.4000;0.4000;0.0000;2;1;MT-SAC-ESC;2.73;3.55;104;;2
15.05.01.030;15;Retiro de tubos fluorescentes y lámparas.;ud;MO-AYU · apoyo general de obra · 0.3000 h/ud;0.0000;0.3000;0.3000;0.0000;2;1;MT-SAC-ESC;1.72;2.23;109;;
15.05.01.040;15;Retiro de baterías y pilas de obra.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;1;MT-SAC-ESC;1.36;1.77;85;;
15.05.01.050;15;Gestión de aceites y lubricantes usados.;ud;MO-AYU · apoyo general de obra · 0.3500 h/ud;0.0000;0.3500;0.3500;0.0000;2;1;MT-SAC-ESC;2.22;2.89;100;;
15.05.01.060;15;Neutralización y limpieza de derrame menor.;m²;MO-AYU · apoyo general de obra · 0.4000 h/m²;0.0000;0.4000;0.4000;0.0000;3;2;MT-CONS-LIMP,MT-SAC-ESC;1.92;2.49;115;;
15.06.01.010;15;Limpieza periódica durante la ejecución de la obra.;m²;MO-AYU · apoyo general de obra · 0.1300 h/m²;0.0000;0.1300;0.1300;0.0600;4;3;MQ-ASPIR,MT-CONS-LIMP,MT-SAC-ESC;0.98;1.27;591;CT-19-03-030;
15.06.01.020;15;Limpieza diaria de zonas de trabajo.;m²;MO-AYU · apoyo general de obra · 0.0800 h/m²;0.0000;0.0800;0.0800;0.0000;2;1;MT-CONS-LIMP;0.30;0.39;134;;
15.06.01.030;15;Limpieza semanal de la obra.;m²;MO-AYU · apoyo general de obra · 0.1000 h/m²;0.0000;0.1000;0.1000;0.0000;3;2;MT-CONS-LIMP,MT-SAC-ESC;0.51;0.66;109;;
15.06.01.040;15;Limpieza de zonas de paso y accesos.;m²;MO-AYU · apoyo general de obra · 0.0600 h/m²;0.0000;0.0600;0.0600;0.0000;2;1;MT-CONS-LIMP;0.23;0.29;96;;
15.06.01.050;15;Limpieza de restos de mortero y adhesivos.;m²;MO-AYU · apoyo general de obra · 0.1500 h/m²;0.0000;0.1500;0.1500;0.0000;2;1;MT-CONS-LIMP;0.57;0.74;101;;
15.06.01.060;15;Limpieza de escombro disperso en pisos.;m²;MO-AYU · apoyo general de obra · 0.1200 h/m²;0.0000;0.1200;0.1200;0.0000;2;1;MT-SAC-ESC;0.56;0.72;110;;
15.06.01.070;15;Retirada de embalajes de la zona de trabajo.;m²;MO-AYU · apoyo general de obra · 0.1000 h/m²;0.0000;0.1000;0.1000;0.0000;2;1;MT-SAC-ESC;0.52;0.67;100;;
15.07.01.010;15;Limpieza final de obra.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.0900 h/m² | MO-AYU · apoyo general de obra · 0.1300 h/m²;0.0000;0.2200;0.2200;0.0700;5;3;MQ-ASPIR,MT-CONS-LIMP,MT-SAC-ESC;1.47;1.92;503;CT-19-03-010;
15.07.01.020;15;Limpieza profunda de vidrios y acabados delicados.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.1800 h/m² | MO-AYU · apoyo general de obra · 0.1200 h/m²;0.0000;0.3000;0.3000;0.0000;4;2;MT-CONS-DEM,MT-CONS-LIMP;1.83;2.38;537;CT-19-03-020;
15.07.01.030;15;Limpieza final de obra para entrega.;m²;MO-AYU · apoyo general de obra · 0.1200 h/m²;0.0000;0.1200;0.1200;0.0000;2;1;MT-CONS-LIMP;0.46;0.60;112;;
15.07.01.040;15;Limpieza de vidrios y carpintería.;m²;MO-AYU · apoyo general de obra · 0.2000 h/m²;0.0000;0.2000;0.2000;0.0000;2;1;MT-CONS-LIMP;0.76;0.99;110;;
15.07.01.050;15;Limpieza de aparatos sanitarios y grifería.;ud;MO-AYU · apoyo general de obra · 0.1500 h/ud;0.0000;0.1500;0.1500;0.0000;2;1;MT-CONS-LIMP;0.60;0.78;92;;
15.07.01.060;15;Limpieza de pisos con pulidora.;m²;MO-AYU · apoyo general de obra · 0.0800 h/m²;0.0000;0.0800;0.0800;0.0300;3;2;MQ-PULIDORA,MT-CONS-LIMP;0.44;0.57;104;;
15.07.01.070;15;Desinfección de zonas húmedas.;m²;MO-AYU · apoyo general de obra · 0.1000 h/m²;0.0000;0.1000;0.1000;0.0000;2;1;MT-CONS-LIMP;0.41;0.53;96;;
15.07.01.080;15;Retirada final de protecciones y limpieza general.;glb;MO-AYU · apoyo general de obra · 2.0000 h/glb;0.0000;2.0000;2.0000;0.0000;2;1;MT-CONS-LIMP;7.42;9.65;109;;
16.01.01.010;16;Toma de muestras de concreto para ensayo.;ud;MO-OF1-ALB · albañilería · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;133;;
16.01.01.020;16;Ensayo de compresión de probeta de concreto.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;97;;5
16.01.01.030;16;Ensayo de asentamiento (slump) del concreto.;ud;MO-OF1-ALB · albañilería · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;2;0;;1.46;1.90;107;;2
16.01.01.040;16;Ensayo de acero de refuerzo a tracción.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;112;;5
16.01.01.050;16;Ensayo de compresión de bloques de mampostería.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;84;;5
16.01.01.060;16;Ensayo de mortero de pega.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;92;;5
16.01.01.070;16;Ensayo de granulometría de agregados.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;106;;5
16.01.01.080;16;Control de recubrimiento de armadura.;m²;MO-OF1-ALB · albañilería · 0.1000 h/m² | MO-AYU · apoyo general de obra · 0.0500 h/m²;0.1000;0.0500;0.1500;0.0500;3;1;MQ-DETECTOR;0.86;1.12;110;;
16.01.01.090;16;Ensayo de resistencia de piso de concreto.;ud;MO-OF1-ALB · albañilería · 0.1500 h/ud | MO-AYU · apoyo general de obra · 0.0800 h/ud;0.1500;0.0800;0.2300;0.1000;3;1;MQ-DETECTOR;1.38;1.79;99;;
16.01.01.100;16;Verificación de plomos y niveles de muros.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0500;0.0300;0.0800;0.0200;3;1;MQ-NIVEL-LASER;0.43;0.56;84;;
16.02.01.010;16;Inspección visual de soldadura.;m;MO-OF1-SOLD · soldadura · 0.1500 h/m | MO-AYU · apoyo general de obra · 0.0800 h/m;0.1500;0.0800;0.2300;0.0000;2;0;;1.12;1.45;118;;
16.02.01.020;16;Ensayo de líquidos penetrantes en soldadura.;ud;MO-OF1-SOLD · soldadura · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;98;;2
16.02.01.030;16;Ensayo de partículas magnéticas en soldadura.;ud;MO-OF1-SOLD · soldadura · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;103;;2
16.02.01.040;16;Ensayo ultrasónico de soldadura.;ud;MO-OF1-SOLD · soldadura · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.0000;2;0;;2.93;3.81;97;;
16.02.01.050;16;Ensayo radiográfico de soldadura.;ud;MO-OF1-SOLD · soldadura · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;103;;
16.02.01.060;16;Prueba de carga de anclaje químico.;ud;MO-OF1-ALB · albañilería · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.0000;2;0;;2.93;3.81;103;;2
16.02.01.070;16;Control de apriete de pernos estructurales.;ud;MO-OF1-ALB · albañilería · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;2;0;;1.46;1.90;108;;2
16.02.01.080;16;Inspección dimensional de estructura metálica.;m²;MO-OF1-ALB · albañilería · 0.0800 h/m² | MO-AYU · apoyo general de obra · 0.0400 h/m²;0.0800;0.0400;0.1200;0.0200;3;1;MQ-NIVEL-LASER;0.63;0.82;88;;2
16.02.01.090;16;Ensayo de adherencia de anclaje de fachada.;ud;MO-OF1-ALB · albañilería · 0.3500 h/ud | MO-AYU · apoyo general de obra · 0.1800 h/ud;0.3500;0.1800;0.5300;0.0000;2;0;;2.58;3.35;87;;
16.02.01.100;16;Prueba de carga de estructura de techo.;glb;MO-OF1-ALB · albañilería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;91;;5
16.03.01.010;16;Prueba de estanqueidad de cubierta por inundación.;m²;MO-OF1-ALB · albañilería · 0.0600 h/m² | MO-AYU · apoyo general de obra · 0.0500 h/m²;0.0600;0.0500;0.1100;0.0000;2;0;;0.51;0.66;123;;2
16.03.01.020;16;Prueba de estanqueidad de baño o ducha.;ud;MO-OF1-ALB · albañilería · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.5000;0.4000;0.9000;0.0000;2;0;;4.19;5.45;105;;
16.03.01.030;16;Prueba de estanqueidad de terraza.;m²;MO-OF1-ALB · albañilería · 0.0600 h/m² | MO-AYU · apoyo general de obra · 0.0500 h/m²;0.0600;0.0500;0.1100;0.0000;2;0;;0.51;0.66;85;;2
16.03.01.040;16;Inspección de membrana impermeabilizante.;m²;MO-OF1-ALB · albañilería · 0.0400 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0400;0.0300;0.0700;0.0000;2;0;;0.33;0.43;102;;
16.03.01.050;16;Prueba de vacío en solapes de membrana.;m;MO-OF1-ALB · albañilería · 0.0800 h/m | MO-AYU · apoyo general de obra · 0.0400 h/m;0.0800;0.0400;0.1200;0.0300;3;1;MQ-ASPIR;0.65;0.84;104;;
16.03.01.060;16;Prueba de estanqueidad de piscina.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.0000;2;0;;14.64;19.04;103;;6
16.03.01.070;16;Prueba de estanqueidad de tanque.;ud;MO-OF1-ALB · albañilería · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.0000;2;0;;5.86;7.62;93;;
16.03.01.080;16;Control de pendientes de evacuación.;m²;MO-OF1-ALB · albañilería · 0.0400 h/m² | MO-AYU · apoyo general de obra · 0.0200 h/m²;0.0400;0.0200;0.0600;0.0100;3;1;MQ-NIVEL-LASER;0.32;0.41;91;;
16.03.01.090;16;Ensayo de impermeabilización de muro enterrado.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0400 h/m²;0.0500;0.0400;0.0900;0.0000;2;0;;0.42;0.54;89;;
