Capítulo;Partida;Descripción;Unidad;Cantidad;Precio unitario;Categoría;Tipo
Instalaciones mecánicas y especiales;Tubería frigorífica y drenaje para climatización.;Tendido de la interconexión entre unidades de climatización, con par de tuberías frigoríficas de cobre aisladas, cable de interconexión y tubería de drenaje, por canalización o bandeja. Incluye el replanteo del recorrido buscando la menor longitud y el menor número de curvas, ya que cada metro y cada codo penalizan el rendimiento del equipo, el doblado sin estrangular la sección, el aislamiento continuo de ambas líneas incluidos los codos porque cualquier tramo desnudo condensa y gotea, la fijación con abrazaderas y el drenaje con pendiente continua hacia el punto de vertido. Medido en longitud realmente instalada.;m;1;20,31;Climatización y ventilación;incluida
Instalaciones mecánicas y especiales;Instalación de extractor o ventilador.;Instalación de extractor de baño o cocina, o de ventilador de techo, con su conexión eléctrica y su salida al exterior cuando corresponda. Un extractor cuya descarga se queda en el plenum del cielo raso no extrae: recircula el aire húmedo y lo condensa dentro del falso techo, con la consiguiente aparición de moho. Incluye el replanteo, la apertura del hueco, el montaje del equipo, la conducción de la descarga hasta el exterior con su rejilla y compuerta antirretorno, la conexión eléctrica con su mando y la prueba de funcionamiento y caudal. El equipo lo elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;39,86;Climatización y ventilación;incluida
Instalaciones mecánicas y especiales;Ducto de ventilación.;Tendido de ducto de ventilación flexible o de lámina galvanizada, con sus accesorios, soportes y aislamiento cuando corresponda. Incluye el replanteo del trazado, el montaje de los tramos con uniones selladas para evitar pérdidas de caudal, que en un ducto mal sellado pueden superar el treinta por ciento, la fijación con soportes a la separación indicada evitando estrangulamientos y curvas cerradas en el flexible, el aislamiento térmico en los tramos que discurren por zonas no acondicionadas y la colocación de rejillas o difusores en los extremos. Medido en longitud realmente instalada.;m;1;16,26;Climatización y ventilación;incluida
Instalaciones mecánicas y especiales;Mantenimiento y limpieza de equipo de climatización.;Mantenimiento preventivo de equipo de climatización tipo split, con limpieza de filtros y serpentines, revisión del drenaje y comprobación de parámetros de funcionamiento. El drenaje obstruido es la causa más común de la avería que el usuario percibe como gotera del aire, y la suciedad del serpentín es lo que dispara el consumo eléctrico sin que el equipo enfríe mejor. Incluye el desmontaje y lavado de filtros, la limpieza química de los serpentines de ambas unidades, la desobstrucción y desinfección del drenaje, la revisión de presiones y del consumo, y el informe del estado. Medido por equipo mantenido.;ud;1;25,68;Climatización y ventilación;incluida
Instalaciones mecánicas y especiales;Rejilla de ventilación en pared o cielo raso.;Suministro y colocación de rejilla de ventilación en pared, puerta o cielo raso, con su marco y malla antiinsectos. Incluye el replanteo, la apertura del hueco con el corte limpio adecuado al material, la colocación del marco enrasado, el sellado perimetral, la colocación de la rejilla y su malla y la comprobación de que la sección libre de paso es la requerida, ya que una rejilla de dimensiones correctas pero con lamas muy cerradas puede dejar pasar la mitad del aire previsto. Medido por unidad instalada.;ud;1;20,75;Climatización y ventilación;incluida
Instalaciones mecánicas y especiales;Tubería de gas doméstico.;Tendido de tubería de gas doméstico en cobre o acero, vista o en canalización ventilada, con sus accesorios, soportes y prueba de estanqueidad. La tubería de gas no se empotra ciega: debe discurrir vista o en vaina ventilada al exterior, de modo que una fuga se disipe en lugar de acumularse. Incluye el replanteo del trazado, el corte y unión por soldadura fuerte o roscado según el material, la fijación con abrazaderas, los pasos de muro con vaina, la prueba de estanqueidad con presión y detector, y la señalización de la tubería. Medido en longitud realmente instalada.;m;1;16,69;Gas doméstico;incluida
Instalaciones mecánicas y especiales;Punto de gas para cocina o calentador.;Punto de conexión de gas para cocina, calentador u otro artefacto, con su llave de corte individual, conexión flexible homologada y prueba. Incluye la derivación desde la línea principal, el montaje de la llave de corte en posición accesible sin necesidad de mover el artefacto, la conexión con manguera homologada dentro de su fecha de validez, la prueba de estanqueidad de la unión con detector de fugas y la verificación de la combustión del artefacto tras la puesta en servicio. Medido por punto terminado y probado.;ud;1;62,63;Gas doméstico;incluida
Instalaciones mecánicas y especiales;Regulador, medidor y protección de instalación de gas.;Montaje del conjunto de regulación y medida de la instalación de gas, con su regulador de presión, llave de corte general, medidor y armario o nicho ventilado. Incluye el replanteo en emplazamiento ventilado y accesible conforme exige la normativa y la compañía suministradora, el montaje del armario, la instalación del regulador y de la llave general, la conexión de entrada y salida, la prueba de estanqueidad del conjunto y la preparación para la inspección y puesta en servicio. Medido por conjunto instalado.;ud;1;120,72;Gas doméstico;incluida
Instalaciones mecánicas y especiales;Suministro y colocación de extintor portátil.;Suministro y colocación de extintor portátil de polvo químico seco con su soporte de pared y señalización. Incluye la selección del agente y de la capacidad según el riesgo del local, el replanteo de la posición en recorrido de evacuación y a la altura reglamentaria de la parte superior del aparato, el anclaje del soporte, la colocación del extintor con su tarjeta de revisión y la señalización visible desde la distancia normativa. Medido por unidad instalada.;ud;1;55,12;Protección contra incendios;incluida
Instalaciones mecánicas y especiales;Instalación de detector de humo y alarma.;Instalación de detector de humo con su base, conexión y prueba, integrado o autónomo según el sistema. Incluye el replanteo de la posición en el techo respetando la separación mínima a paredes, vigas y difusores de aire, ya que colocado junto a una rejilla de impulsión el flujo de aire desvía el humo y retrasa la detección, el montaje de la base, la conexión al lazo o la colocación de la batería en los autónomos, la programación de la dirección cuando corresponda y la prueba con generador de humo. Medido por unidad instalada y probada.;ud;1;41,73;Protección contra incendios;incluida
Instalaciones mecánicas y especiales;Instalación de gabinete contra incendios.;Instalación de gabinete contra incendios con su manguera, válvula, boquilla y conexión a la red. Incluye el replanteo en posición visible y accesible del recorrido de evacuación, el empotrado o anclaje del gabinete, la conexión a la red de agua contra incendios con su válvula, el plegado correcto de la manguera para que salga sin enredarse al tirar, la señalización y la prueba de presión y caudal en boquilla. Medido por unidad instalada y probada.;ud;1;325,92;Protección contra incendios;incluida
Instalaciones mecánicas y especiales;Instalación de planta eléctrica de respaldo.;Instalación de planta eléctrica de respaldo, con su base antivibratoria, conexión eléctrica, sistema de escape y ventilación. Incluye la comprobación del emplazamiento en cuanto a ventilación, evacuación de gases y distancia a zonas habitadas por ruido, la ejecución de la base, el emplazamiento del equipo sobre elementos antivibratorios, la conexión de potencia hasta el punto de transferencia, la conducción del escape al exterior, la conexión del combustible y la puesta en marcha con prueba en carga. El equipo lo elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;204,54;Sistemas de respaldo eléctrico;incluida
Instalaciones mecánicas y especiales;Instalación de sistema de respaldo con inversor y baterías.;Instalación de sistema de respaldo eléctrico con inversor, banco de baterías y su cableado de potencia. Incluye la comprobación del emplazamiento en cuanto a ventilación del banco de baterías, que emite gases durante la carga y no admite un recinto cerrado, el montaje del soporte o rack, la interconexión de baterías con cable de sección adecuada y torque controlado, la conexión del inversor al tablero con su protección, la configuración de parámetros de carga y la prueba de autonomía. El equipo lo elige el cliente y se presupuesta aparte. Medido por sistema instalado.;ud;1;121,32;Sistemas de respaldo eléctrico;incluida
Instalaciones mecánicas y especiales;Tablero de transferencia entre red y respaldo.;Instalación de tablero de transferencia, manual o automática, entre el suministro de red y el sistema de respaldo. La transferencia debe garantizar que ambas fuentes nunca queden conectadas a la vez, condición que protege tanto al equipo de respaldo como al personal de la compañía suministradora que pudiera estar trabajando en la línea. Incluye el montaje del tablero, la conexión de las tres líneas de red, respaldo y carga, la verificación del enclavamiento mecánico o eléctrico, la programación de tiempos en las automáticas y la prueba completa de transferencia y retransferencia. Medido por tablero instalado y probado.;ud;1;145,81;Sistemas de respaldo eléctrico;incluida
Herrería, carpintería y vidrios;Instalación de puerta interior de madera con su marco.;Instalación de puerta de paso interior con su marco, molduras de remate y herrajes de colgar. Incluye la comprobación previa de que el vano está aplomado y a escuadra, sin lo cual la puerta nunca cerrará bien por mucho que se ajuste, el montaje y aplomado del marco con cuñas, su fijación y el relleno del espacio perimetral con espuma o mortero, la colocación de las molduras, el colgado de la hoja con sus bisagras, el ajuste de holguras uniformes y la comprobación de que la hoja se mantiene en cualquier posición. La puerta la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;105,29;Puertas interiores;incluida
Herrería, carpintería y vidrios;Instalación de puerta corrediza interior.;Instalación de puerta corrediza interior, vista sobre el paramento o embutida en tabique, con su riel, carros y guías. Incluye la comprobación del refuerzo del paramento donde se ancla el riel, que debe soportar el peso de la hoja en voladizo, el montaje y nivelación del riel, el colgado de la hoja con sus carros, la colocación de la guía inferior, el ajuste del recorrido y de los topes, y la comprobación de que la hoja desliza sin rozar en todo el recorrido. La puerta la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;92,35;Puertas interiores;incluida
Herrería, carpintería y vidrios;Instalación de cerradura y herrajes de puerta.;Instalación de cerradura de embutir con su manija, cilindro y placas, o de herrajes de superficie según el tipo. Incluye el replanteo de la altura normalizada, el mecanizado del alojamiento en la hoja y del cajetín en el marco, el montaje de la cerradura con su frente enrasado, la colocación de manijas y cilindro, el ajuste del picaporte contra el cajetín y la comprobación del cierre y del giro de la llave sin forzar. Medido por unidad instalada.;ud;1;48,78;Puertas interiores;incluida
Herrería, carpintería y vidrios;Puerta de closet abatible o plegable.;Suministro e instalación de puerta de closet abatible o plegable, con sus herrajes, guías y tiradores. Incluye el replanteo y comprobación de las dimensiones reales del hueco, el montaje de las guías y herrajes, el colgado de las hojas, el ajuste de holguras y de la alineación de los frentes cerrados, que es lo que determina el aspecto final del conjunto, y la colocación de tiradores y topes. Medido en superficie realmente ejecutada.;m2;1;66,57;Puertas interiores;incluida
Herrería, carpintería y vidrios;Instalación de puerta de baño de PVC o aluminio.;Instalación de puerta de baño en PVC o aluminio con su marco y herrajes, apta para ambiente húmedo. Frente a la puerta de madera resuelve el problema del hinchamiento y la delaminación del canto inferior por el vapor y el agua de limpieza, que es el fallo típico de las puertas de baño de madera. Incluye la comprobación del vano, el montaje y aplomado del marco, el anclaje, el sellado perimetral, el colgado de la hoja, el ajuste de holguras y el montaje de la cerradura con condena. La puerta la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;98,05;Puertas interiores;incluida
Herrería, carpintería y vidrios;Marco y contramarco metálico para vano.;Suministro y montaje de marco y contramarco metálico en vano de puerta, embebido en la mampostería o anclado al paramento. El contramarco se coloca durante el levantamiento de la pared y queda embebido, de modo que su replanteo y aplomado condicionan toda la carpintería posterior: un contramarco mal aplomado no se corrige después. Incluye el replanteo, el aplomado y arriostramiento provisional, el macizado de las patillas en la fábrica, la protección anticorrosiva y el montaje del marco definitivo. Medido en longitud de perímetro de vano.;m;1;19,19;Puertas interiores;incluida
Herrería, carpintería y vidrios;Instalación de cerradura electrónica o inteligente.;Instalación de cerradura electrónica o inteligente en puerta existente, con su mecanizado, montaje, configuración y prueba. Incluye la verificación previa de la compatibilidad del espesor de la hoja y de la distancia del eje, la adaptación del mecanizado existente, el montaje del cuerpo y de los lectores interior y exterior, la conexión de la alimentación, la configuración de usuarios y códigos, la comprobación del funcionamiento del sistema mecánico de emergencia, que debe seguir operando aunque falle la batería, y la entrega al cliente con su instrucción de uso. La cerradura la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;13,23;Puertas interiores;incluida
Herrería, carpintería y vidrios;Instalación de puerta metálica exterior o de seguridad.;Instalación de puerta metálica exterior o de seguridad con su marco, anclajes y cerradura. Por su peso requiere dos operarios y anclaje mecánico al muro, no espuma. Incluye la comprobación del vano, el presentado y aplomado del marco con cuñas, el taladrado y anclaje mecánico en los puntos previstos, el macizado del perímetro con mortero, el colgado y ajuste de la hoja, el montaje de la cerradura de seguridad y la comprobación del cierre en los tres puntos. La puerta la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;102,19;Puertas exteriores y de seguridad;incluida
Herrería, carpintería y vidrios;Instalación de puerta de entrada de madera.;Instalación de puerta de entrada principal de madera maciza con su marco reforzado, herrajes y cerradura de seguridad. Incluye la comprobación y preparación del vano, el montaje y aplomado del marco con anclaje mecánico, el macizado perimetral, el colgado de la hoja con bisagras reforzadas dimensionadas para su peso, el ajuste de holguras, la colocación de burletes y del umbral, el montaje de la cerradura y la aplicación de protección en el canto inferior y en las testas, que son por donde la madera absorbe humedad y se hincha. La puerta la elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;163,66;Puertas exteriores y de seguridad;incluida
Herrería, carpintería y vidrios;Portón corredizo metálico.;Suministro y montaje de portón corredizo metálico para acceso vehicular o peatonal, con su bastidor, riel, ruedas, guías y topes. Incluye la fabricación o recepción del bastidor, la ejecución o comprobación del riel de rodadura perfectamente nivelado, ya que cualquier desnivel hace que el portón corra solo o se atasque, el montaje de las ruedas y guías superiores, el ajuste del recorrido y los topes, la imprimación anticorrosiva y la comprobación de maniobra. Medido en superficie realmente ejecutada.;m2;1;94,60;Puertas exteriores y de seguridad;incluida
Herrería, carpintería y vidrios;Ventana de aluminio corrediza.;Suministro e instalación de ventana de aluminio corrediza con su marco, hojas, rieles, felpas y acristalamiento. Incluye la toma de medidas en obra del vano ya terminado, nunca del plano, porque la diferencia entre ambos es la causa habitual de ventanas que no entran, el montaje y aplomado del marco con cuñas, el anclaje mecánico, el sellado perimetral exterior con silicona neutra que impide la entrada de agua, el montaje de las hojas, el ajuste de rodamientos y felpas y la comprobación de deslizamiento y cierre. Medido en superficie realmente ejecutada.;m2;1;127,82;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Ventana de aluminio batiente o proyectante.;Suministro e instalación de ventana de aluminio batiente o proyectante con su marco, hojas, herrajes de apertura y acristalamiento. Frente a la corrediza ofrece mucha mejor estanqueidad al agua y al aire por la compresión de la junta al cerrar, a costa de necesitar espacio de barrido. Incluye la toma de medidas en obra, el montaje y aplomado del marco, el anclaje mecánico, el sellado perimetral, el montaje de las hojas con sus herrajes, el ajuste de la compresión del cierre en todos los puntos y la comprobación de estanqueidad. Medido en superficie realmente ejecutada.;m2;1;138,50;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Ventana fija o paño panorámico.;Suministro e instalación de paño fijo de aluminio y vidrio, sin hojas practicables. Incluye la toma de medidas en obra, el montaje y aplomado del marco, el anclaje, el acristalamiento con sus calzos de apoyo y laterales que reparten el peso del vidrio sin transmitirle tensiones puntuales, el acuñado, el sellado perimetral y la limpieza. En paños de gran superficie se verifica el espesor del vidrio conforme a su dimensión y exposición al viento. Medido en superficie realmente ejecutada.;m2;1;115,86;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Mosquitero para ventana.;Suministro y colocación de mosquitero con bastidor de aluminio y malla, fijo o corredizo según el tipo de ventana. Incluye la toma de medidas, el montaje del bastidor con la malla tensada sin arrugas, la colocación de las guías o clips de sujeción y la comprobación del ajuste perimetral, ya que una holgura de pocos milímetros anula por completo su función. Medido en superficie realmente ejecutada.;m2;1;28,68;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Ventana de PVC.;Suministro e instalación de ventana de PVC con refuerzo interior de acero, sus hojas, herrajes y acristalamiento. Frente al aluminio ofrece mejor comportamiento térmico y acústico y no transmite condensación al marco, aunque exige refuerzo interior en hojas grandes porque el perfil por sí solo no tiene rigidez suficiente. Incluye la toma de medidas en obra, el montaje y aplomado del marco, el anclaje mecánico, el sellado perimetral exterior, el montaje de hojas y herrajes, el ajuste de la compresión del cierre y la comprobación de estanqueidad. Medido en superficie realmente ejecutada.;m2;1;145,22;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Celosía o romanilla de ventilación.;Suministro e instalación de celosía o romanilla de aluminio para ventilación permanente, con su marco y malla antiinsectos. Es un elemento muy usado en clima tropical para ventilar cuartos de servicio, depósitos y baños sin ventana practicable. Incluye la toma de medidas del vano, el montaje y aplomado del marco, el anclaje, el sellado perimetral, la colocación de la malla antiinsectos por la cara interior y la comprobación de la sección libre de ventilación. Medido en superficie realmente ejecutada.;m2;1;75,09;Ventanas y balconeras;incluida
Herrería, carpintería y vidrios;Reja de protección metálica para ventana o puerta.;Fabricación y montaje de reja de protección metálica con su bastidor y barrotes, anclada al muro. Incluye el replanteo y la toma de medidas en obra, la fabricación del bastidor con sus barrotes a la separación acordada, el tratamiento anticorrosivo, el presentado y anclaje mecánico al muro con pernos embebidos o resina, el resane de los puntos de anclaje y la aplicación de la imprimación y del acabado. En dormitorios conviene prever al menos un paño practicable desde el interior como salida de emergencia. Medido en superficie realmente ejecutada.;m2;1;73,44;Rejas, portones y herrería;incluida
Herrería, carpintería y vidrios;Portón de reja para acceso.;Fabricación y montaje de portón de reja abatible para acceso peatonal o vehicular, con su bastidor, bisagras reforzadas, pasador y cerradura. Incluye la fabricación del bastidor y del marco, el tratamiento anticorrosivo, el montaje del marco anclado a los machones, el colgado con bisagras dimensionadas para el peso, el ajuste de la nivelación para que el portón no se abra o se cierre solo, la colocación de pasador y cerradura y el acabado. Medido en superficie realmente ejecutada.;m2;1;92,08;Rejas, portones y herrería;incluida
Herrería, carpintería y vidrios;Baranda metálica de protección.;Fabricación y montaje de baranda metálica de protección en balcón, terraza o escalera, con su pasamanos, montantes y barrotes, anclada al piso o al canto de la losa. La altura y la separación entre barrotes no son de diseño libre: responden a criterios de seguridad frente a caída y frente al paso de un niño entre ellos. Incluye la fabricación, el tratamiento anticorrosivo, el replanteo y anclaje mecánico de los montantes, el resane de los anclajes, la comprobación de la rigidez del conjunto frente a empuje horizontal y el acabado. Medido en longitud realmente instalada.;m;1;72,29;Rejas, portones y herrería;incluida
Herrería, carpintería y vidrios;Estructura metálica menor y marquesinas.;Fabricación y montaje de estructura metálica menor, tal como marquesinas, pérgolas, soportes de equipos y estructuras auxiliares, con su tratamiento anticorrosivo. Incluye el replanteo, el corte y armado de los perfiles, la soldadura de las uniones con su limpieza de escoria, el tratamiento anticorrosivo, el izado y montaje, el anclaje al soporte y la comprobación geométrica. Medido en peso realmente montado.;kg;1;4,24;Rejas, portones y herrería;incluida
Herrería, carpintería y vidrios;Closet empotrado a medida.;Fabricación e instalación de closet empotrado a medida en tablero de melamina, con su estructura, entrepaños, barras y cajones, según despiece acordado. Incluye la toma de medidas en obra comprobando plomos y escuadras del hueco, el despiece y corte de los tableros con cantos aplicados, el montaje de la estructura nivelada y aplomada mediante calzos, el ajuste al paramento con tapajuntas que absorbe las irregularidades del muro, el montaje de entrepaños, barras y cajones con sus correderas y la regulación final. Medido en superficie de frente de closet.;m2;1;136,08;Closets y muebles empotrados;incluida
Herrería, carpintería y vidrios;Puerta corrediza de closet.;Suministro y montaje de puerta corrediza de closet con su riel superior e inferior, carros, hojas y tiradores. Incluye la nivelación del riel superior, que es el que soporta el peso y del que depende que las hojas no se descuelguen ni rocen, el montaje de la guía inferior, el colgado de las hojas con sus carros regulables, el ajuste de la verticalidad y del solape entre hojas y la colocación de topes y felpas. Medido en superficie realmente ejecutada.;m2;1;99,58;Closets y muebles empotrados;incluida
Herrería, carpintería y vidrios;Entrepaños y organizadores interiores de closet.;Fabricación y montaje de entrepaños, cajoneras, zapateras y organizadores interiores de closet en melamina, con sus soportes y herrajes. Incluye el despiece según la distribución acordada, el corte y canteado, el replanteo de las alturas útiles, el montaje de soportes y entrepaños nivelados, el montaje de cajones con sus correderas y la regulación de frentes. Medido en longitud de entrepaño u organizador realmente instalado.;m;1;34,07;Closets y muebles empotrados;incluida
Herrería, carpintería y vidrios;Suministro y colocación de vidrio en carpintería.;Suministro y colocación de vidrio en carpintería existente o nueva, con sus calzos, junquillos y sellado. Incluye la toma de medidas del galce con la holgura de dilatación necesaria, ya que un vidrio colocado a presión sin holgura se rompe con la dilatación térmica, la limpieza del galce, la colocación de los calzos de apoyo y laterales en la posición correcta según el tipo de hoja, el acuñado del vidrio, la colocación de junquillos y el sellado perimetral. Medido en superficie realmente ejecutada.;m2;1;42,07;Vidrios y espejos;incluida
Herrería, carpintería y vidrios;Suministro y colocación de espejo.;Suministro y colocación de espejo con canto pulido, fijado al paramento mediante adhesivo específico y clips de seguridad. El adhesivo debe ser neutro y compatible con el respaldo del espejo: los adhesivos ácidos atacan la plata del reverso y producen manchas negras irreversibles en los bordes al cabo de unos meses. Incluye la comprobación de la planitud del soporte, la aplicación del adhesivo en cordones verticales que permiten la ventilación del reverso, la colocación de los clips o perfiles de seguridad y el sellado perimetral. Medido en superficie realmente ejecutada.;m2;1;60,77;Vidrios y espejos;incluida
Herrería, carpintería y vidrios;Mampara de baño en vidrio templado.;Suministro e instalación de mampara de ducha o baño en vidrio templado, con sus perfiles, herrajes y sellado. El vidrio templado no admite ningún corte ni perforación después del temple, de modo que todas las medidas y taladros deben definirse antes de fabricar: un error de medición obliga a rehacer la pieza completa. Incluye la toma de medidas en obra sobre el enchapado ya terminado, el montaje de perfiles y herrajes, la colocación del vidrio con sus calzos, el ajuste de la puerta y el sellado con silicona sanitaria dejando libre la línea inferior interior para que el agua drene hacia dentro. Medido en superficie realmente ejecutada.;m2;1;156,06;Vidrios y espejos;incluida
Herrería, carpintería y vidrios;Baranda o cerramiento de vidrio templado.;Suministro e instalación de baranda o cerramiento de vidrio templado con sus perfiles de sujeción, pinzas o perfil continuo empotrado, y pasamanos superior. Incluye la comprobación del anclaje y del refuerzo del soporte, que debe estar dimensionado para el empuje horizontal reglamentario, el montaje del perfil o de las pinzas, la colocación y aplomado del vidrio con sus calzos, el acuñado y sellado, y la colocación del pasamanos superior de protección del canto. Medido en superficie realmente ejecutada.;m2;1;215,11;Vidrios y espejos;incluida
Herrería, carpintería y vidrios;Pasamanos de madera sobre baranda o pared.;Suministro y montaje de pasamanos de madera sobre baranda existente o directamente sobre pared mediante soportes. Incluye el replanteo de la altura constante siguiendo la pendiente de la escalera, el corte y unión de los tramos con empalmes ocultos, el montaje de los soportes con la separación que evita la flexión, la fijación del pasamanos, el lijado de la unión hasta hacerla imperceptible al tacto, que es como se percibe un pasamanos, y el barnizado. Medido en longitud realmente instalada.;m;1;20,64;Barandas y pasamanos;incluida
Herrería, carpintería y vidrios;Baranda o pasamanos de acero inoxidable.;Suministro y montaje de baranda o pasamanos de acero inoxidable con sus montantes, tubos y accesorios de unión, anclados al piso o al canto de la losa. Incluye el replanteo, el corte y pulido de los tubos, el montaje de los montantes con sus bases ancladas mecánicamente, el ensamblaje de los tramos con accesorios o soldadura de inoxidable, el pulido de las uniones hasta igualar el acabado del tubo y la comprobación de rigidez frente a empuje horizontal. Medido en longitud realmente instalada.;m;1;117,64;Barandas y pasamanos;incluida
Pintura y acabados;Preparación de paramento interior para pintura: resane, alisado y fondo.;Preparación completa de paramento interior antes de pintar. Incluye protección de pisos, carpintería y mobiliario con plástico y cinta de enmascarar, retirada de partes sueltas, resane de grietas y huecos con masilla de reparación, alisado y lijado hasta obtener superficie uniforme, eliminación del polvo residual y aplicación de una mano de fondo fijador para consolidar el soporte y regular su absorción. Deja el paramento listo para recibir el acabado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;3,30;Preparación de soportes;incluida
Pintura y acabados;Preparación de paramento exterior para pintura.;Preparación de fachada o paramento exterior antes de pintar, con lavado a presión, eliminación de partes sueltas, tratamiento de hongos y aplicación de fondo fijador. En exterior la preparación pesa más que la pintura: aplicada sobre una superficie con moho o con friso disgregado, la mejor pintura se desprende en una temporada de lluvias. Incluye el lavado con hidrolavadora, el raspado de las zonas desprendidas, la aplicación de solución fungicida sobre las manchas de moho con su tiempo de actuación y enjuague, el resane de fisuras y el fondo fijador. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;5,02;Preparación de soportes;incluida
Pintura y acabados;Sellado de fisuras en paramento previo a pintura.;Apertura, saneado y sellado de fisuras en paramento antes de pintar, con masilla elástica y banda de refuerzo en las de mayor apertura. Pintar sobre una fisura sin tratar solo la disimula unas semanas: reaparece en la misma línea en cuanto el paramento se mueve, y el cliente lo lee como un defecto de la pintura. Incluye el mapeo de las fisuras, su apertura en cajeado para dar alojamiento al sellador, la limpieza y aspirado, la imprimación, el relleno con masilla elástica, el refuerzo con banda en las fisuras vivas y el lijado de la transición. Medido en longitud de fisura realmente tratada.;m;1;6,28;Preparación de soportes;incluida
Pintura y acabados;Pintura de caucho mate lavable en paramento interior, dos manos.;Aplicación de dos manos de pintura de caucho acrílico mate lavable sobre paramento interior previamente preparado e imprimado, aplicada con rodillo y brocha en encuentros y remates, con el lijado intermedio necesario entre manos y respetando los tiempos de secado del fabricante. Incluye protección del entorno, recorte de cantos y esquinas, repasos finales y limpieza del área de trabajo. El color lo elige el cliente. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;3,41;Pintura interior;incluida
Pintura y acabados;Pintura de caucho satinada lavable en interior, dos manos.;Aplicación de dos manos de pintura de caucho satinada lavable sobre paramento interior preparado. El acabado satinado resiste la limpieza mucho mejor que el mate, lo que lo hace preferible en cocinas, baños, pasillos y áreas infantiles, aunque marca más las irregularidades del soporte, por lo que exige una preparación más cuidada. Incluye la protección del entorno, el recorte de cantos y encuentros a brocha, la aplicación con rodillo en manos cruzadas, el lijado suave intermedio y los repasos finales. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;3,71;Pintura interior;incluida
Pintura y acabados;Pintura de cielo raso, dos manos.;Aplicación de dos manos de pintura sobre cielo raso previamente preparado, con rodillo de mango extensible y brocha en encuentros. Pintar por encima de la cabeza rinde bastante menos que en pared, obliga a proteger todo el piso y el mobiliario por el goteo y penaliza el acabado si no se mantiene el borde húmedo, ya que los solapes se marcan mucho más con la luz rasante que llega desde las ventanas. Incluye la protección integral del ambiente, el recorte de perímetros, la aplicación en manos cruzadas y los repasos finales. Medido en superficie realmente ejecutada.;m2;1;4,41;Pintura interior;incluida
Pintura y acabados;Pintura de caucho para exterior, dos manos.;Aplicación de dos manos de pintura de caucho para exteriores sobre fachada preparada, con brocha en encuentros y rodillo en paños. Incluye el trabajo desde andamio, la protección de carpinterías y del entorno a pie de fachada, el recorte de perímetros y molduras, la aplicación de las manos respetando el tiempo de secado y evitando pintar bajo sol directo intenso o con amenaza de lluvia, que arruina el acabado, y el repaso final por paños completos para que no se marquen las paradas. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;5,04;Pintura exterior;incluida
Pintura y acabados;Pintura elastomérica impermeabilizante de fachada.;Aplicación de recubrimiento elastomérico impermeabilizante en fachada, en dos o tres manos hasta alcanzar el espesor de película que garantiza el puenteo de fisuras. A diferencia de una pintura convencional, su valor está en el espesor: aplicada en capa fina para ahorrar material pierde la elasticidad que justifica su precio y deja de puentear las fisuras. Incluye la preparación del soporte, el tratamiento previo de fisuras mayores con banda, la aplicación de las manos cruzadas respetando el consumo indicado por el fabricante y la verificación del espesor. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;11,93;Pintura exterior;incluida
Pintura y acabados;Pintura sobre concreto visto o superficie mineral.;Aplicación de pintura sobre concreto visto, bloque o superficie mineral porosa, con imprimación selladora previa. El concreto joven es fuertemente alcalino y ataca las pinturas convencionales produciendo saponificación y desprendimiento, por lo que hay que respetar el tiempo de curado o emplear imprimación resistente a álcalis. Incluye la limpieza y eliminación de eflorescencias, la imprimación selladora, el resane de coqueras y las manos de acabado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;7,36;Pintura exterior;incluida
Pintura y acabados;Esmalte sintético sobre carpintería metálica o de madera, dos manos.;Aplicación de dos manos de esmalte sintético brillante sobre carpintería metálica o de madera, previa preparación del soporte mediante lijado, desengrasado y eliminación de óxido o restos de acabados anteriores. Incluye enmascarado de vidrios, herrajes y paramentos contiguos, aplicación a brocha en perfiles y molduras, lijado suave entre manos y retirada de protecciones. Medido en superficie realmente tratada, midiendo ambas caras por separado.;m2;1;5,40;Esmaltes sobre madera y metal;incluida
